NAME,S1501_C01_006E,S1501_C01_015E,S1501_C01_016E,S1501_C01_018E,S1501_C01_019E,S1501_C01_021E,S1501_C01_022E,S1501_C01_024E,S1501_C01_025E,S1501_C01_027E
Geographic Area Name,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
ZCTA5 37306,1535,193,156,16,218,58,640,46,521,73
ZCTA5 37307,3568,595,479,65,510,73,1600,336,979,121
ZCTA5 37308,2035,282,209,26,326,62,1045,95,455,99
ZCTA5 37309,1564,113,209,17,326,37,653,41,376,18
ZCTA5 37310,3208,584,653,113,712,181,1255,203,588,87
ZCTA5 37311,17647,3117,3956,810,3914,661,5966,1006,3811,640
ZCTA5 37312,24269,7284,4065,1182,4082,1375,9357,3076,6765,1651
ZCTA5 37313,1160,205,137,10,248,33,426,124,349,38
ZCTA5 37315,0,0,0,0,0,0,0,0,0,0
ZCTA5 37317,1838,307,227,38,216,34,798,124,597,111
ZCTA5 37318,1094,114,150,24,132,15,518,47,294,28
ZCTA5 37321,12714,1973,2591,453,2261,308,4670,741,3192,471
ZCTA5 37322,6234,475,934,102,977,86,2456,156,1867,131
ZCTA5 37323,22266,4074,3849,1191,4116,1000,8962,1185,5339,698
ZCTA5 37324,3988,452,636,56,736,122,1498,139,1118,135
ZCTA5 37325,1188,114,173,38,211,9,474,27,330,40
ZCTA5 37326,379,35,33,3,35,8,134,9,177,15
ZCTA5 37327,8439,1214,1293,185,1379,326,3191,356,2576,347
ZCTA5 37328,1225,77,124,13,147,14,457,42,497,8
ZCTA5 37329,4116,507,502,72,642,40,1580,248,1392,147
ZCTA5 37330,4853,797,725,86,741,173,1938,300,1449,238
ZCTA5 37331,5384,475,641,83,813,143,2255,63,1675,186
ZCTA5 37332,1956,363,318,133,336,37,874,117,428,76
ZCTA5 37333,430,21,83,0,25,0,183,6,139,15
ZCTA5 37334,15908,3053,2399,379,3010,501,6020,1407,4479,766
ZCTA5 37335,1681,210,314,0,310,101,704,84,353,25
ZCTA5 37336,3339,454,372,19,392,90,1502,262,1073,83
ZCTA5 37337,934,120,124,0,141,0,485,62,184,58
ZCTA5 37338,2726,262,526,60,534,49,1082,101,584,52
ZCTA5 37339,1547,91,291,47,313,0,556,14,387,30
ZCTA5 37340,445,29,94,19,62,0,191,10,98,0
ZCTA5 37341,8909,2035,1641,313,1540,535,3667,717,2061,470
ZCTA5 37342,2953,416,607,57,659,154,1004,132,683,73
ZCTA5 37343,30788,11045,5832,2228,4949,1948,11498,4474,8509,2395
ZCTA5 37345,1690,239,314,29,303,40,629,82,444,88
ZCTA5 37347,5748,752,1230,128,948,120,1992,326,1578,178
ZCTA5 37348,791,174,164,19,111,101,424,54,92,0
ZCTA5 37350,1364,1058,127,94,224,177,569,459,444,328
ZCTA5 37351,187,60,79,40,42,20,16,0,50,0
ZCTA5 37352,2511,527,405,88,501,150,970,195,635,94
ZCTA5 37353,3520,1155,468,117,494,298,1701,466,857,274
ZCTA5 37354,12232,1372,2008,306,2118,335,4571,530,3535,201
ZCTA5 37355,18453,3675,3778,813,3219,576,7091,1394,4365,892
ZCTA5 37356,1810,434,306,11,230,44,667,148,607,231
ZCTA5 37357,3370,531,580,159,739,109,1367,199,684,64
ZCTA5 37359,770,137,69,7,88,13,437,60,176,57
ZCTA5 37360,1184,214,73,9,122,46,616,75,373,84
ZCTA5 37361,1166,165,82,11,124,0,583,119,377,35
ZCTA5 37362,2374,176,402,72,475,14,992,63,505,27
ZCTA5 37363,27830,10795,4655,2177,5428,2507,10463,3912,7284,2199
ZCTA5 37365,884,31,144,12,119,5,386,14,235,0
ZCTA5 37366,681,162,64,16,134,45,263,67,220,34
ZCTA5 37367,8922,1164,1486,87,1740,254,3646,499,2050,324
ZCTA5 37369,519,34,104,0,92,0,186,20,137,14
ZCTA5 37370,3701,527,515,144,460,50,1642,251,1084,82
ZCTA5 37373,2107,257,172,0,434,71,846,119,655,67
ZCTA5 37374,1439,203,78,0,266,91,795,68,300,44
ZCTA5 37375,1983,1166,206,163,243,115,786,440,748,448
ZCTA5 37376,258,12,28,7,20,0,118,0,92,5
ZCTA5 37377,10963,6755,1148,654,2221,1546,4494,2723,3100,1832
ZCTA5 37379,20531,4873,3073,725,3418,1043,8876,2145,5164,960
ZCTA5 37380,4381,502,657,66,734,138,1739,169,1251,129
ZCTA5 37381,6794,1270,911,148,1005,176,2672,404,2206,542
ZCTA5 37385,5921,479,840,53,800,108,2487,140,1794,178
ZCTA5 37387,2260,485,283,35,378,52,896,165,703,233
ZCTA5 37388,17344,3999,2741,476,2893,800,6823,1800,4887,923
ZCTA5 37391,1145,80,160,0,249,13,352,35,384,32
ZCTA5 37394,68,10,13,0,3,2,24,1,28,7
ZCTA5 37396,244,0,16,0,53,0,23,0,152,0
ZCTA5 37397,6776,611,1062,115,1271,171,2862,211,1581,114
ZCTA5 37398,10395,2515,1776,372,1845,441,3997,1035,2777,667
ZCTA5 37402,2997,679,1017,334,396,59,943,209,641,77
ZCTA5 37403,2095,988,580,381,346,190,817,303,352,114
ZCTA5 37404,8546,1870,1817,570,1823,338,3207,565,1699,397
ZCTA5 37405,12718,6369,4026,2080,2279,1346,3752,1874,2661,1069
ZCTA5 37406,9980,1164,2195,300,1488,156,3639,367,2658,341
ZCTA5 37407,6013,275,1686,92,1220,0,2319,142,788,41
ZCTA5 37408,1317,727,488,362,232,157,360,168,237,40
ZCTA5 37409,2051,993,574,431,479,295,571,184,427,83
ZCTA5 37410,2370,82,623,0,402,8,888,64,457,10
ZCTA5 37411,11768,2925,2006,657,2140,426,4819,1316,2803,526
ZCTA5 37412,15214,3326,3264,905,2799,619,5705,1156,3446,646
ZCTA5 37415,17805,6187,4332,2112,3130,1066,5911,2046,4432,963
ZCTA5 37416,11406,2305,2209,473,1893,400,4390,796,2914,636
ZCTA5 37419,4752,1254,796,187,644,127,1897,666,1415,274
ZCTA5 37421,38138,14118,9371,3241,6306,3117,13578,5140,8883,2620
ZCTA5 37601,23994,7681,4757,2132,4312,1411,8964,2621,5961,1517
ZCTA5 37604,24676,9281,5743,2726,3768,1508,9179,3245,5986,1802
ZCTA5 37614,9,4,5,0,4,4,0,0,0,0
ZCTA5 37615,15403,5690,2536,1112,2909,1409,6167,2257,3791,912
ZCTA5 37616,3309,415,386,98,579,68,1454,144,890,105
ZCTA5 37617,10896,2780,1612,392,1927,576,4258,1034,3099,778
ZCTA5 37618,9762,1856,1541,262,1528,436,3982,818,2711,340
ZCTA5 37620,27385,6309,4216,1181,4426,967,11053,2421,7690,1740
ZCTA5 37640,2545,429,440,42,525,98,913,213,667,76
ZCTA5 37641,6838,1200,986,176,953,109,2685,570,2214,345
ZCTA5 37642,11011,1581,1929,360,1636,321,4448,529,2998,371
ZCTA5 37643,24839,3835,3983,693,3992,649,9713,1660,7151,833
ZCTA5 37645,3668,754,638,209,713,61,1412,280,905,204
ZCTA5 37650,9053,1210,1179,161,1382,243,3592,438,2900,368
ZCTA5 37656,2977,439,341,44,434,108,1392,166,810,121
ZCTA5 37657,721,90,125,41,118,7,255,27,223,15
ZCTA5 37658,3085,506,369,0,440,115,1174,205,1102,186
ZCTA5 37659,20737,5549,3415,1056,3486,954,8082,2186,5754,1353
ZCTA5 37660,28054,5875,4431,952,4319,1077,10690,2333,8614,1513
ZCTA5 37663,10847,3556,1547,530,1514,644,4439,1295,3347,1087
ZCTA5 37664,20079,5572,3181,690,3058,917,7419,2204,6421,1761
ZCTA5 37665,4181,373,897,159,563,33,1568,102,1153,79
ZCTA5 37680,378,0,31,0,63,0,152,0,132,0
ZCTA5 37681,4252,811,707,198,635,203,1512,248,1398,162
ZCTA5 37682,190,68,9,9,0,0,141,59,40,0
ZCTA5 37683,10225,1066,1530,65,1646,164,4040,462,3009,375
ZCTA5 37686,5803,1476,750,291,978,300,2500,554,1575,331
ZCTA5 37687,3610,572,509,137,628,83,1368,164,1105,188
ZCTA5 37688,839,122,153,12,62,22,280,23,344,65
ZCTA5 37690,3012,507,452,77,414,106,1376,270,770,54
ZCTA5 37691,376,28,38,0,153,0,95,11,90,17
ZCTA5 37692,3778,679,837,202,532,85,1437,147,972,245
ZCTA5 37694,1553,131,169,9,165,27,786,72,433,23
ZCTA5 37701,5219,1404,1057,270,850,215,1927,545,1385,374
ZCTA5 37705,3196,676,709,169,573,139,975,230,939,138
ZCTA5 37708,4505,541,509,90,542,54,1978,314,1476,83
ZCTA5 37709,2779,487,470,93,528,86,1158,202,623,106
ZCTA5 37710,750,28,54,0,171,0,387,21,138,7
ZCTA5 37711,3598,218,552,38,789,33,1464,111,793,36
ZCTA5 37713,1077,45,245,11,209,20,384,8,239,6
ZCTA5 37714,3250,457,460,42,657,116,1301,215,832,84
ZCTA5 37715,555,18,59,6,99,0,266,12,131,0
ZCTA5 37716,19359,3247,2722,335,3052,644,7879,1502,5706,766
ZCTA5 37719,102,14,24,14,29,0,6,0,43,0
ZCTA5 37721,9142,1619,1484,504,1729,321,3852,565,2077,229
ZCTA5 37722,4396,621,412,126,611,77,1925,191,1448,227
ZCTA5 37723,693,78,168,30,66,5,257,20,202,23
ZCTA5 37724,1825,432,437,250,317,74,613,105,458,3
ZCTA5 37725,13424,2274,1871,246,1995,341,5891,1078,3667,609
ZCTA5 37726,1396,163,136,0,187,0,540,111,533,52
ZCTA5 37727,1684,95,322,45,192,0,615,6,555,44
ZCTA5 37729,1113,91,284,22,192,0,390,38,247,31
ZCTA5 37730,0,0,0,0,0,0,0,0,0,0
ZCTA5 37731,320,10,27,0,49,0,182,10,62,0
ZCTA5 37732,150,0,23,0,0,0,95,0,32,0
ZCTA5 37733,52,15,6,0,12,0,19,0,15,15
ZCTA5 37737,4583,930,566,110,741,226,2026,417,1250,177
ZCTA5 37738,4274,1140,650,148,504,70,1815,483,1305,439
ZCTA5 37742,4501,919,808,159,577,108,1849,313,1267,339
ZCTA5 37743,19002,2884,2920,474,2840,555,7345,1132,5897,723
ZCTA5 37745,12724,3047,1746,659,2194,538,5118,1199,3666,651
ZCTA5 37748,12144,1580,2383,222,1719,194,4500,759,3542,405
ZCTA5 37752,4640,1290,1045,518,598,180,1719,350,1278,242
ZCTA5 37753,844,81,170,0,92,32,426,30,156,19
ZCTA5 37754,3499,687,500,84,525,116,1668,344,806,143
ZCTA5 37755,2198,92,462,22,305,2,982,43,449,25
ZCTA5 37756,1923,183,279,38,361,40,781,75,502,30
ZCTA5 37757,6971,1039,1124,243,1460,243,2764,361,1623,192
ZCTA5 37760,8698,1846,1336,296,1607,319,3388,770,2367,461
ZCTA5 37762,2115,252,282,72,314,74,822,64,697,42
ZCTA5 37763,11479,3075,1266,109,1913,629,4737,1463,3563,874
ZCTA5 37764,7235,1125,1154,202,1319,279,3046,333,1716,311
ZCTA5 37765,447,30,53,0,67,0,197,30,130,0
ZCTA5 37766,12911,1363,2157,200,1767,175,4895,647,4092,341
ZCTA5 37769,4441,397,603,127,676,55,2002,116,1160,99
ZCTA5 37770,2048,239,366,100,343,10,739,64,600,65
ZCTA5 37771,11465,1874,2379,259,2022,363,4221,831,2843,421
ZCTA5 37772,9602,3305,1168,443,1313,530,4226,1373,2895,959
ZCTA5 37774,14618,4292,1351,157,1466,110,4996,1329,6805,2696
ZCTA5 37777,8705,2395,1415,203,1452,634,3626,943,2212,615
ZCTA5 37779,2545,107,394,19,375,23,1074,25,702,40
ZCTA5 37801,18524,4228,3153,910,3388,872,6709,1386,5274,1060
ZCTA5 37803,23743,7002,3269,870,3670,1458,9751,2698,7053,1976
ZCTA5 37804,18037,3675,3442,986,3226,517,6737,1444,4632,728
ZCTA5 37806,1878,210,257,22,314,53,816,28,491,107
ZCTA5 37807,7466,776,1286,203,1528,229,2876,175,1776,169
ZCTA5 37809,1819,185,355,37,307,26,719,72,438,50
ZCTA5 37810,1291,138,159,28,246,23,515,32,371,55
ZCTA5 37811,2845,304,283,39,371,36,1420,97,771,132
ZCTA5 37813,11846,1368,1850,324,2306,205,4680,533,3010,306
ZCTA5 37814,23418,4359,4168,591,4304,789,8775,2041,6171,938
ZCTA5 37818,3693,306,469,63,893,59,1381,100,950,84
ZCTA5 37819,474,76,72,11,71,0,192,33,139,32
ZCTA5 37820,5901,865,1194,55,760,87,2149,333,1798,390
ZCTA5 37821,15744,1629,2338,282,2514,189,6304,772,4588,386
ZCTA5 37825,5965,822,1058,179,808,136,2403,348,1696,159
ZCTA5 37826,3979,687,668,230,371,68,1711,267,1229,122
ZCTA5 37828,887,385,87,62,82,64,334,127,384,132
ZCTA5 37829,1231,62,83,1,225,9,615,37,308,15
ZCTA5 37830,20784,7906,3905,1145,3274,1000,7817,2975,5788,2786
ZCTA5 37840,6992,830,918,93,1336,166,2866,394,1872,177
ZCTA5 37841,6591,700,1223,213,1279,93,2426,262,1663,132
ZCTA5 37843,2933,523,503,175,399,89,1206,156,825,103
ZCTA5 37845,296,8,0,0,31,0,191,8,74,0
ZCTA5 37846,3058,521,301,38,513,89,1579,328,665,66
ZCTA5 37847,1981,159,250,11,509,60,710,37,512,51
ZCTA5 37848,122,16,16,16,19,0,77,0,10,0
ZCTA5 37849,18054,5066,3336,972,3475,1095,6911,1924,4332,1075
ZCTA5 37851,25,0,0,0,9,0,16,0,0,0
ZCTA5 37852,1805,199,283,0,388,26,693,61,441,112
ZCTA5 37853,2876,495,294,101,513,86,1252,131,817,177
ZCTA5 37854,9468,1311,1237,152,1071,128,4062,731,3098,300
ZCTA5 37857,14196,1800,1900,97,2230,460,5546,718,4520,525
ZCTA5 37860,2778,424,346,30,460,120,1347,233,625,41
ZCTA5 37861,6307,592,983,98,1042,33,2577,269,1705,192
ZCTA5 37862,16487,2715,2945,307,3179,569,5246,876,5117,963
ZCTA5 37863,4909,712,658,80,795,97,1971,267,1485,268
ZCTA5 37865,15553,3112,2801,619,2468,659,6219,1223,4065,611
ZCTA5 37866,1244,224,130,5,128,28,582,129,404,62
ZCTA5 37869,3457,386,658,24,566,64,1277,127,956,171
ZCTA5 37870,3365,506,372,46,577,138,1498,219,918,103
ZCTA5 37871,6389,1159,1104,232,1147,319,2615,438,1523,170
ZCTA5 37872,1138,129,123,14,144,6,531,74,340,35
ZCTA5 37873,3598,335,586,47,514,80,1558,65,940,143
ZCTA5 37874,10132,1742,1825,333,1882,334,3717,549,2708,526
ZCTA5 37876,23560,3851,4219,569,3367,554,10257,1680,5717,1048
ZCTA5 37877,6429,1077,744,208,1145,234,2790,395,1750,240
ZCTA5 37878,270,48,0,0,38,0,102,42,130,6
ZCTA5 37879,7862,785,1209,106,1357,188,3187,322,2109,169
ZCTA5 37880,2726,439,280,76,530,48,986,89,930,226
ZCTA5 37881,1558,130,139,12,432,21,411,19,576,78
ZCTA5 37882,2232,687,135,38,252,101,893,271,952,277
ZCTA5 37885,4846,950,525,23,636,72,2013,389,1672,466
ZCTA5 37886,3611,685,694,38,493,113,1431,330,993,204
ZCTA5 37887,5812,447,1718,40,1168,29,2019,281,907,97
ZCTA5 37888,2233,136,305,6,373,18,967,60,588,52
ZCTA5 37890,5120,772,858,256,769,122,2094,209,1399,185
ZCTA5 37891,2296,442,390,44,289,106,966,209,651,83
ZCTA5 37892,1365,126,213,52,280,8,547,12,325,54
ZCTA5 37902,1817,1103,666,490,347,174,557,308,247,131
ZCTA5 37909,11100,4981,3357,1736,1950,1002,3185,1063,2608,1180
ZCTA5 37912,15131,3620,4010,1289,2672,796,5117,952,3332,583
ZCTA5 37914,13992,2739,2534,550,2201,331,5379,1089,3878,769
ZCTA5 37915,2984,508,604,184,534,38,1292,192,554,94
ZCTA5 37916,910,445,494,262,108,17,271,159,37,7
ZCTA5 37917,18001,4777,4419,1535,3011,1138,6832,1545,3739,559
ZCTA5 37918,30705,7836,6427,1639,6040,1595,11306,3034,6932,1568
ZCTA5 37919,20435,12204,4547,2300,3568,2417,7218,4637,5102,2850
ZCTA5 37920,26918,7967,5462,2157,4450,1522,10565,2651,6441,1637
ZCTA5 37921,18214,4478,4584,1472,3522,863,6562,1537,3546,606
ZCTA5 37922,24826,16047,3596,2403,5374,3632,10775,7252,5081,2760
ZCTA5 37923,21795,10187,5380,2714,3940,1927,7368,3360,5107,2186
ZCTA5 37924,8377,1875,1588,592,1497,362,3455,592,1837,329
ZCTA5 37931,20277,8805,4353,2259,4595,2327,7239,2853,4090,1366
ZCTA5 37932,12829,6266,2357,1473,2721,1534,5337,2411,2414,848
ZCTA5 37934,18697,11559,1911,1248,3294,2262,7774,5119,5718,2930
ZCTA5 37938,11944,3508,1288,443,2156,874,5142,1362,3358,829
ZCTA5 38001,3119,408,537,53,526,111,1166,117,890,127
ZCTA5 38002,25114,10639,3629,1480,6254,2956,10506,4575,4725,1628
ZCTA5 38004,7116,2043,1511,348,1761,659,2911,860,933,176
ZCTA5 38006,3468,554,592,52,578,50,1316,300,982,152
ZCTA5 38007,63,0,0,0,0,0,30,0,33,0
ZCTA5 38008,5921,775,1051,125,824,108,2351,342,1695,200
ZCTA5 38011,6589,1173,1270,222,1126,355,2744,371,1449,225
ZCTA5 38012,9369,1044,1701,88,1506,148,3702,365,2460,443
ZCTA5 38015,1669,169,203,16,282,35,800,99,384,19
ZCTA5 38016,32197,13312,8409,4385,6572,2833,11779,4606,5437,1488
ZCTA5 38017,37057,20774,6350,4137,7303,4504,15848,9002,7556,3131
ZCTA5 38018,24775,10745,5451,2603,4984,2444,9924,4128,4416,1570
ZCTA5 38019,10877,1503,2249,391,1669,198,4254,520,2705,394
ZCTA5 38021,15,11,0,0,8,4,7,7,0,0
ZCTA5 38023,3933,521,756,97,794,190,1539,141,844,93
ZCTA5 38024,18784,3123,3139,356,3621,674,7183,1086,4841,1007
ZCTA5 38028,5133,1976,424,202,924,371,2319,880,1466,523
ZCTA5 38029,23,11,0,0,0,0,0,0,23,11
ZCTA5 38030,210,29,50,29,108,0,14,0,38,0
ZCTA5 38034,1875,299,259,46,345,52,800,158,471,43
ZCTA5 38036,362,37,45,8,43,0,113,7,161,22
ZCTA5 38037,963,84,173,8,175,27,346,39,269,10
ZCTA5 38039,997,129,120,0,141,22,365,53,371,54
ZCTA5 38040,3142,289,580,80,510,81,1039,74,1013,54
ZCTA5 38041,3989,185,1193,54,1016,38,1245,59,535,34
ZCTA5 38042,517,67,82,22,22,7,285,20,128,18
ZCTA5 38044,529,84,65,28,119,10,200,13,145,33
ZCTA5 38046,45,13,0,0,9,0,8,4,28,9
ZCTA5 38047,54,0,0,0,32,0,0,0,22,0
ZCTA5 38049,3005,500,497,91,528,86,1214,202,766,121
ZCTA5 38050,390,33,74,0,64,0,122,31,130,2
ZCTA5 38052,2954,474,619,123,478,55,1049,148,808,148
ZCTA5 38053,18798,3393,3740,796,2814,441,7637,1401,4607,755
ZCTA5 38054,93,16,23,0,35,0,35,16,0,0
ZCTA5 38057,2522,374,452,42,336,64,1030,130,704,138
ZCTA5 38058,6665,1186,964,186,1335,343,2970,468,1396,189
ZCTA5 38059,5197,815,1066,122,771,177,2303,428,1057,88
ZCTA5 38060,7613,1648,1463,443,1467,280,2815,490,1868,435
ZCTA5 38061,501,17,36,0,39,0,228,8,198,9
ZCTA5 38063,10570,1005,1781,220,1924,228,4404,395,2461,162
ZCTA5 38066,2154,608,208,56,275,131,972,261,699,160
ZCTA5 38067,881,15,73,0,59,0,407,6,342,9
ZCTA5 38068,7751,1136,1301,128,1124,133,3379,609,1947,266
ZCTA5 38069,1585,168,129,41,228,10,846,90,382,27
ZCTA5 38070,128,27,0,0,0,0,69,27,59,0
ZCTA5 38075,5524,456,1485,17,1496,79,1792,206,751,154
ZCTA5 38076,741,158,52,5,144,50,297,67,248,36
ZCTA5 38077,42,0,0,0,3,0,23,0,16,0
ZCTA5 38079,4191,347,899,82,974,75,1596,72,722,118
ZCTA5 38080,1716,182,295,21,264,21,651,78,506,62
ZCTA5 38103,11522,7608,4885,3595,2087,1413,3402,1851,1148,749
ZCTA5 38104,17913,8731,4963,2764,3143,1932,6255,2670,3552,1365
ZCTA5 38105,4211,886,935,309,738,214,1895,276,643,87
ZCTA5 38106,15844,1639,2918,394,2544,213,6254,552,4128,480
ZCTA5 38107,10745,2330,2022,556,1718,405,4569,886,2436,483
ZCTA5 38108,10733,729,2382,140,1988,16,4042,359,2321,214
ZCTA5 38109,30804,4227,5127,566,4737,727,11847,1381,9093,1553
ZCTA5 38111,27099,8650,6843,2454,5078,1848,9187,2782,5991,1566
ZCTA5 38112,10431,3570,2412,938,1855,567,3836,1200,2328,865
ZCTA5 38114,17132,2207,4202,480,3101,309,6128,816,3701,602
ZCTA5 38115,23823,3974,8261,1083,4923,759,7524,1457,3115,675
ZCTA5 38116,26147,4203,5910,925,4327,634,10723,1557,5187,1087
ZCTA5 38117,19020,10737,4040,2812,3225,1862,7057,3929,4698,2134
ZCTA5 38118,22276,2571,5786,662,4604,626,8809,970,3077,313
ZCTA5 38119,16859,8448,3657,1808,3233,1721,5864,3146,4105,1773
ZCTA5 38120,10821,7161,1542,1096,1901,1330,3970,2630,3408,2105
ZCTA5 38122,15241,2713,3787,966,2907,448,5987,750,2560,549
ZCTA5 38125,25928,9356,5634,2218,5875,1874,10920,4431,3499,833
ZCTA5 38126,3061,79,644,11,581,54,1070,8,766,6
ZCTA5 38127,24178,2469,5681,641,4746,499,9488,943,4263,386
ZCTA5 38128,26938,3768,7820,898,5110,716,9604,1482,4404,672
ZCTA5 38131,0,0,0,0,0,0,0,0,0,0
ZCTA5 38132,0,0,0,0,0,0,0,0,0,0
ZCTA5 38133,14331,4631,3038,993,2958,936,5847,2084,2488,618
ZCTA5 38134,29981,6334,8122,1758,6647,1484,9918,1962,5294,1130
ZCTA5 38135,20897,7068,3892,1305,3303,1604,9335,3165,4367,994
ZCTA5 38138,17972,11240,2226,1519,3267,2481,6681,4272,5798,2968
ZCTA5 38139,10828,7595,654,374,1978,1467,5043,3735,3153,2019
ZCTA5 38141,13755,2300,3420,305,3091,667,5624,1031,1620,297
ZCTA5 38152,12,0,12,0,0,0,0,0,0,0
ZCTA5 38201,7151,1627,1541,386,1025,361,2405,549,2180,331
ZCTA5 38220,1151,127,166,25,196,5,488,55,301,42
ZCTA5 38221,2496,263,344,30,235,70,993,102,924,61
ZCTA5 38222,1734,296,227,27,173,68,707,104,627,97
ZCTA5 38224,579,105,52,2,68,7,268,59,191,37
ZCTA5 38225,3993,577,453,96,884,110,1460,183,1196,188
ZCTA5 38226,234,21,6,6,25,9,78,6,125,0
ZCTA5 38229,2151,379,379,101,371,93,877,148,524,37
ZCTA5 38230,2621,432,387,56,373,76,1048,184,813,116
ZCTA5 38231,1234,146,136,18,184,33,557,49,357,46
ZCTA5 38232,1438,229,80,8,346,27,652,147,360,47
ZCTA5 38233,1893,243,313,36,280,41,742,91,558,75
ZCTA5 38235,287,100,60,51,23,6,121,43,83,0
ZCTA5 38236,356,102,48,17,65,33,151,21,92,31
ZCTA5 38237,8860,2619,1700,628,1381,602,3335,927,2444,462
ZCTA5 38240,1685,143,429,32,174,15,724,78,358,18
ZCTA5 38241,675,88,102,22,122,11,261,22,190,33
ZCTA5 38242,14540,2480,2282,374,2493,476,5598,938,4167,692
ZCTA5 38251,2059,210,255,11,377,67,749,89,678,43
ZCTA5 38253,708,225,144,92,143,59,270,37,151,37
ZCTA5 38254,41,0,26,0,2,0,8,0,5,0
ZCTA5 38255,1645,325,207,49,211,25,794,112,433,139
ZCTA5 38256,2626,479,254,139,182,36,1044,131,1146,173
ZCTA5 38257,3152,608,399,99,592,110,1188,245,973,154
ZCTA5 38258,1042,149,133,21,199,44,518,64,192,20
ZCTA5 38259,453,34,86,3,80,10,137,10,150,11
ZCTA5 38260,2643,389,442,67,480,79,1063,177,658,66
ZCTA5 38261,10777,1670,1644,361,1802,248,4032,581,3299,480
ZCTA5 38301,22006,3105,4166,651,3583,357,8914,1147,5343,950
ZCTA5 38305,34237,11590,6652,2232,6237,2375,13121,4533,8227,2450
ZCTA5 38310,4244,706,791,152,639,115,1584,312,1230,127
ZCTA5 38311,776,93,58,20,89,27,379,15,250,31
ZCTA5 38313,2259,636,227,40,390,111,1080,347,562,138
ZCTA5 38315,2707,252,322,31,457,27,1110,165,818,29
ZCTA5 38316,1991,211,226,32,368,46,867,83,530,50
ZCTA5 38317,1698,201,220,38,235,58,650,59,593,46
ZCTA5 38318,299,11,17,5,79,0,117,6,86,0
ZCTA5 38320,7779,1028,957,150,1323,203,3024,325,2475,350
ZCTA5 38321,1747,126,208,11,308,71,767,36,464,8
ZCTA5 38326,2177,416,206,8,189,14,920,200,862,194
ZCTA5 38327,351,18,32,4,50,4,130,6,139,4
ZCTA5 38328,597,24,165,0,60,0,280,24,92,0
ZCTA5 38329,2522,341,308,91,467,26,870,143,877,81
ZCTA5 38330,3088,520,416,84,597,134,1203,229,872,73
ZCTA5 38332,970,76,57,29,204,29,359,18,350,0
ZCTA5 38333,133,22,0,0,0,0,70,11,63,11
ZCTA5 38334,1462,195,197,30,175,33,599,97,491,35
ZCTA5 38337,1064,165,120,11,281,75,387,51,276,28
ZCTA5 38339,514,103,149,81,52,6,208,12,105,4
ZCTA5 38340,8014,1505,1387,308,1538,424,3020,511,2069,262
ZCTA5 38341,1592,162,216,37,171,21,789,43,416,61
ZCTA5 38342,962,78,195,21,167,31,382,26,218,0
ZCTA5 38343,10610,1977,1772,329,1511,404,4107,744,3220,500
ZCTA5 38344,5491,1045,983,225,734,185,2310,457,1464,178
ZCTA5 38345,1203,253,327,83,110,53,527,108,239,9
ZCTA5 38347,270,23,104,0,29,0,109,23,28,0
ZCTA5 38348,778,73,41,18,89,27,388,21,260,7
ZCTA5 38351,12798,1898,1981,439,2181,254,5240,759,3396,446
ZCTA5 38352,486,89,200,25,47,0,148,52,91,12
ZCTA5 38355,4146,1295,1068,378,897,294,1550,542,631,81
ZCTA5 38356,1898,191,281,2,305,67,809,78,503,44
ZCTA5 38357,2042,202,228,13,318,37,909,115,587,37
ZCTA5 38358,8444,1886,1164,367,1865,537,3274,679,2141,303
ZCTA5 38359,223,20,12,4,19,0,137,12,55,4
ZCTA5 38361,705,182,135,56,64,22,304,86,202,18
ZCTA5 38362,939,133,355,32,181,36,292,50,111,15
ZCTA5 38363,3696,507,569,87,607,106,1406,223,1114,91
ZCTA5 38365,0,0,0,0,0,0,0,0,0,0
ZCTA5 38366,1277,241,102,28,223,49,530,98,422,66
ZCTA5 38367,2140,202,326,38,493,33,828,110,493,21
ZCTA5 38368,1374,112,232,0,287,55,493,39,362,18
ZCTA5 38369,1104,129,146,27,154,41,505,59,299,2
ZCTA5 38370,527,36,70,8,83,3,217,25,157,0
ZCTA5 38371,622,72,69,29,132,6,223,31,198,6
ZCTA5 38372,12110,1768,1828,397,1927,319,4657,563,3698,489
ZCTA5 38374,1551,224,184,19,195,14,739,153,433,38
ZCTA5 38375,5928,762,983,121,966,167,2175,287,1804,187
